orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO48454,12328,Eugene,Zhao,M,130000,High School,Management,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,United Kingdom,943.2882,Europe
SO49192,19040,Eugene,Sun,M,110000,Bachelors,Management,605.6492,1000.4375,"Road-550-W Yellow, 44",Components,Germany,394.7883,Europe
SO49813,15700,Eugene,Guo,M,80000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO51373,22414,Eugene,Wu,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 58",Components,Germany,196.3404,Europe
SO54105,12328,Eugene,Zhao,M,130000,High School,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO54673,11609,Eugene,Ye,M,30000,Partial College,Clerical,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO54819,12328,Eugene,Zhao,M,130000,High School,Management,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United Kingdom,902.1321,Europe
SO55396,15700,Eugene,Guo,M,80000,Partial College,Professional,1082.51,1700.99,"Road-350-W Yellow, 42",Components,France,618.48,Europe
SO55724,14712,Eugene,Liu,M,30000,High School,Manual,461.4448,742.35,"Touring-3000 Blue, 58",Clothing,United Kingdom,280.9052,Europe
SO61442,15700,Eugene,Guo,M,80000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO62869,28376,Eugene,Chen,M,40000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,Germany,407.4102,Europe
SO64293,23960,Eugene,Zheng,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO65391,24025,Eugene,Zeng,M,30000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO67427,19040,Eugene,Sun,M,110000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,Germany,1043.0087,Europe
SO67702,14712,Eugene,Liu,M,30000,High School,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO71413,11609,Eugene,Ye,M,30000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United Kingdom,902.1321,Europe
SO72950,24038,Evan,Turner,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,France,196.3404,Europe
SO46598,15080,Evelyn,Chandra,F,40000,Graduate Degree,Clerical,2171.2942,3578.27,"Road-150 Red, 44",Components,Germany,1406.9758,Europe
SO46864,16045,Evelyn,Sara,F,20000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 44",Components,United Kingdom,860.8787,Europe
SO47871,14708,Evelyn,Kapoor,F,20000,Partial High School,Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,France,860.8787,Europe
SO48412,19310,Evelyn,Raman,F,40000,Graduate Degree,Clerical,486.7066,782.99,"Road-650 Black, 52",Components,France,296.2834,Europe
SO49940,12859,Evelyn,Gonzalez,F,30000,Partial College,Clerical,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,United Kingdom,953.5637,Europe
SO50071,12853,Evelyn,Malhotra,F,40000,Bachelors,Skilled Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
SO54880,15080,Evelyn,Chandra,F,40000,Graduate Degree,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,Germany,902.1321,Europe
SO55232,25702,Evelyn,Lopez,F,20000,Partial College,Manual,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,Germany,902.1321,Europe
SO59089,16045,Evelyn,Sara,F,20000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,United Kingdom,349.7116,Europe
SO59508,19310,Evelyn,Raman,F,40000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,France,349.7116,Europe
SO60956,12853,Evelyn,Malhotra,F,40000,Bachelors,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United Kingdom,1043.0087,Europe
SO61279,12859,Evelyn,Gonzalez,F,30000,Partial College,Clerical,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United Kingdom,1043.0087,Europe
SO61794,15080,Evelyn,Chandra,F,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO68512,12859,Evelyn,Gonzalez,F,30000,Partial College,Clerical,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,United Kingdom,459.6992,Europe
SO69256,14708,Evelyn,Kapoor,F,20000,Partial High School,Manual,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,France,349.7116,Europe
SO73382,16045,Evelyn,Sara,F,20000,Graduate Degree,Clerical,461.4448,742.35,"Touring-3000 Blue, 50",Clothing,United Kingdom,280.9052,Europe
SO45902,15614,Faith,Simmons,F,40000,Bachelors,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,United Kingdom,1406.9758,Europe
SO48203,12226,Faith,Ward,F,10000,Bachelors,Clerical,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,Germany,943.2882,Europe
SO57307,12226,Faith,Ward,F,10000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,Germany,1043.0087,Europe
SO72656,15614,Faith,Simmons,F,40000,Bachelors,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United Kingdom,1043.0087,Europe
SO73073,25700,Faith,Coleman,F,10000,Partial College,Manual,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,France,459.6992,Europe
SO49293,12297,Felicia,Blanco,F,80000,Partial College,Professional,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,Germany,943.2882,Europe
SO50440,19502,Felicia,Carlson,F,40000,Bachelors,Skilled Manual,605.6492,1000.4375,"Road-550-W Yellow, 38",Components,United Kingdom,394.7883,Europe
SO54048,19502,Felicia,Carlson,F,40000,Bachelors,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 58",Components,United Kingdom,888.4021,Europe
SO55921,28880,Felicia,Moyer,F,170000,Bachelors,Management,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO56694,12297,Felicia,Blanco,F,80000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,Germany,1054.3705,Europe
SO57239,26842,Felicia,Alonso,F,10000,Partial High School,Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO59136,12297,Felicia,Blanco,F,80000,Partial College,Professional,713.0798,1120.49,"Road-550-W Yellow, 38",Components,Germany,407.4102,Europe
SO66075,28703,Felicia,Suarez,F,60000,Graduate Degree,Skilled Manual,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United Kingdom,902.1321,Europe
SO69718,28701,Felicia,Gill,F,40000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,Germany,407.4102,Europe
SO70432,12297,Felicia,Blanco,F,80000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 60",Clothing,Germany,902.1321,Europe
SO73269,23621,Felicia,Townsend,F,70000,Partial High School,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO49909,17981,Fernando,Mitchell,M,30000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO62016,20145,Fernando,Lee,M,10000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,France,407.4102,Europe
SO67091,17981,Fernando,Mitchell,M,30000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 40",Bikes,United Kingdom,245.4103,Europe
SO68826,25461,Fernando,Collins,M,40000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,France,618.48,Europe
SO74135,28368,Fernando,Butler,M,20000,Partial College,Manual,461.4448,742.35,"Touring-3000 Blue, 44",Clothing,France,280.9052,Europe
SO50350,21103,Francis,Hernandez,M,40000,Bachelors,Skilled Manual,486.7066,782.99,"Road-650 Black, 52",Components,United Kingdom,296.2834,Europe
SO54598,21103,Francis,Hernandez,M,40000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United Kingdom,618.48,Europe
SO58636,25750,Francis,Blanco,M,40000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO62466,26962,Francis,Moreno,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 48",Components,United Kingdom,196.3404,Europe
SO68633,25321,Francis,Suarez,M,40000,Partial College,Clerical,1082.51,1700.99,"Road-350-W Yellow, 48",Components,France,618.48,Europe
SO44680,12296,Francisco,Sara,M,70000,High School,Professional,2171.2942,3578.27,"Road-150 Red, 48",Components,France,1406.9758,Europe
SO44681,17982,Francisco,Mehta,M,40000,Bachelors,Clerical,413.1463,699.0982,"Road-650 Black, 52",Components,France,285.9519,Europe
SO48545,12335,Francisco,Ashe,M,150000,High School,Management,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,United Kingdom,943.2882,Europe
SO51322,12296,Francisco,Sara,M,70000,High School,Professional,1554.9479,2443.35,"Road-250 Black, 44",Components,France,888.4021,Europe
SO51457,22828,Francisco,Suri,M,160000,Partial College,Management,1554.9479,2443.35,"Road-250 Black, 58",Components,United Kingdom,888.4021,Europe
SO52613,25701,Francisco,Garcia,M,20000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO53828,12296,Francisco,Sara,M,70000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 50",Clothing,France,902.1321,Europe
SO54827,12335,Francisco,Ashe,M,150000,High School,Management,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO54879,12335,Francisco,Ashe,M,150000,High School,Management,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,United Kingdom,902.1321,Europe
SO55624,17982,Francisco,Mehta,M,40000,Bachelors,Clerical,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,France,349.7116,Europe
SO58543,12296,Francisco,Sara,M,70000,High School,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO69156,12296,Francisco,Sara,M,70000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 50",Clothing,France,902.1321,Europe
SO45366,18011,Frank,Gomez,M,30000,Partial College,Clerical,413.1463,699.0982,"Road-650 Red, 52",Components,France,285.9519,Europe
SO45890,11338,Frank,Navarro,M,20000,Graduate Degree,Clerical,1898.0944,3374.99,"Mountain-100 Black, 42",Bikes,Germany,1476.8956,Europe
SO47571,14185,Frank,Vazquez,M,80000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 52",Components,France,860.8787,Europe
SO47877,20851,Frank,Sanz,M,20000,Partial College,Manual,486.7066,782.99,"Road-650 Red, 60",Components,United Kingdom,296.2834,Europe
SO48440,19309,Frank,Suarez,M,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Black, 62",Components,France,296.2834,Europe
SO50182,21067,Frank,Jimenez,M,10000,Partial High School,Manual,486.7066,782.99,"Road-650 Red, 62",Components,United Kingdom,296.2834,Europe
SO51207,11338,Frank,Navarro,M,20000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO55808,23232,Frank,Serrano,M,30000,High School,Manual,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United Kingdom,407.4102,Europe
SO56343,20851,Frank,Sanz,M,20000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 48",Components,United Kingdom,618.48,Europe
SO61095,14185,Frank,Vazquez,M,80000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO61366,14185,Frank,Vazquez,M,80000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,France,902.1321,Europe
SO62096,21067,Frank,Jimenez,M,10000,Partial High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United Kingdom,618.48,Europe
SO63298,14185,Frank,Vazquez,M,80000,Partial College,Professional,1554.9479,2443.35,"Road-250 Black, 44",Components,France,888.4021,Europe
SO68623,18011,Frank,Gomez,M,30000,Partial College,Clerical,1082.51,1700.99,"Road-350-W Yellow, 40",Components,France,618.48,Europe
SO73250,19309,Frank,Suarez,M,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,France,618.48,Europe
SO45159,11400,Franklin,Raji,M,40000,Graduate Degree,Clerical,1898.0944,3374.99,"Mountain-100 Black, 42",Bikes,United Kingdom,1476.8956,Europe
SO45935,19439,Franklin,Xu,M,40000,Graduate Degree,Clerical,413.1463,699.0982,"Road-650 Red, 44",Components,Germany,285.9519,Europe
SO47755,17195,Franklin,Sharma,M,70000,High School,Professional,605.6492,1000.4375,"Road-550-W Yellow, 44",Components,France,394.7883,Europe
SO47859,28713,Franklin,Nath,M,40000,Graduate Degree,Clerical,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,France,943.2882,Europe
SO48659,28749,Franklin,Zhou,M,30000,High School,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO49018,17747,Franklin,Xie,M,30000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO49303,17103,Franklin,Xu,M,40000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO50118,21044,Franklin,Zheng,M,20000,Partial College,Manual,486.7066,782.99,"Road-650 Red, 58",Components,United Kingdom,296.2834,Europe
SO50401,18127,Franklin,He,M,130000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO50552,16430,Franklin,Rai,M,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO51206,11400,Franklin,Raji,M,40000,Graduate Degree,Clerical,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO56108,27882,Franklin,Hu,M,30000,Graduate Degree,Clerical,461.4448,742.35,"Touring-3000 Yellow, 54",Clothing,Germany,280.9052,Europe
SO56650,17747,Franklin,Xie,M,30000,Graduate Degree,Clerical,294.5797,539.99,"Mountain-500 Black, 48",Bikes,United Kingdom,245.4103,Europe
SO57704,16430,Franklin,Rai,M,30000,Partial College,Clerical,1554.9479,2443.35,"Road-250 Black, 52",Components,France,888.4021,Europe
SO58628,26940,Franklin,Tang,M,30000,Graduate Degree,Clerical,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Germany,459.6992,Europe
SO59419,21044,Franklin,Zheng,M,20000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United Kingdom,618.48,Europe
SO62451,11400,Franklin,Raji,M,40000,Graduate Degree,Clerical,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,United Kingdom,459.6992,Europe
SO63426,17195,Franklin,Sharma,M,70000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO63815,22612,Franklin,Huang,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 48",Components,France,196.3404,Europe
SO67089,17103,Franklin,Xu,M,40000,Partial College,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO67206,18127,Franklin,He,M,130000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO69770,19439,Franklin,Xu,M,40000,Graduate Degree,Clerical,755.1508,1214.85,"Touring-2000 Blue, 60",Clothing,Germany,459.6992,Europe
SO71127,18127,Franklin,He,M,130000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United Kingdom,902.1321,Europe
SO71542,17103,Franklin,Xu,M,40000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,Germany,902.1321,Europe
SO72142,19439,Franklin,Xu,M,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,Germany,1054.3705,Europe
SO73023,28713,Franklin,Nath,M,40000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,France,407.4102,Europe
SO43813,28390,Frederick,Suri,M,20000,High School,Manual,1898.0944,3374.99,"Mountain-100 Black, 44",Bikes,France,1476.8956,Europe
SO45023,13807,Frederick,Rana,M,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,Germany,1406.9758,Europe
SO46905,16053,Frederick,Perez,M,20000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 48",Components,United Kingdom,860.8787,Europe
SO47758,16550,Frederick,Madan,M,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO48549,14946,Frederick,Vance,M,20000,High School,Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO55513,13807,Frederick,Rana,M,30000,Partial College,Clerical,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,Germany,349.7116,Europe
SO59509,16053,Frederick,Perez,M,20000,Bachelors,Clerical,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO60127,14946,Frederick,Vance,M,20000,High School,Manual,294.5797,539.99,"Mountain-500 Black, 48",Bikes,France,245.4103,Europe
SO66883,22651,Frederick,Sara,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,France,196.3404,Europe
SO73044,16550,Frederick,Madan,M,30000,Bachelors,Clerical,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,United Kingdom,349.7116,Europe
SO73759,16053,Frederick,Perez,M,20000,Bachelors,Clerical,461.4448,742.35,"Touring-3000 Blue, 50",Clothing,United Kingdom,280.9052,Europe
SO45615,18137,Gabriel,Kumar,M,90000,High School,Professional,413.1463,699.0982,"Road-650 Black, 52",Components,France,285.9519,Europe
SO46211,18163,Gabriel,Zhang,M,100000,Bachelors,Management,413.1463,699.0982,"Road-650 Red, 48",Components,France,285.9519,Europe
SO62945,25744,Gabriel,Griffin,M,30000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,Germany,902.1321,Europe
SO65959,18137,Gabriel,Kumar,M,90000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO66768,18163,Gabriel,Zhang,M,100000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,France,1043.0087,Europe
SO46711,13592,Gabriella,Collins,F,70000,Partial High School,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 48",Components,France,924.5636,Europe
SO47870,19305,Gabriella,Young,F,10000,High School,Manual,605.6492,1000.4375,"Road-550-W Yellow, 40",Components,United Kingdom,394.7883,Europe
SO47881,16553,Gabriella,Roberts,F,40000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO59080,16553,Gabriella,Roberts,F,40000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO60560,13592,Gabriella,Collins,F,70000,Partial High School,Skilled Manual,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,France,902.1321,Europe
SO60698,13592,Gabriella,Collins,F,70000,Partial High School,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO62640,25492,Gabriella,Sanchez,F,40000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 44",Components,Germany,618.48,Europe
SO64007,13592,Gabriella,Collins,F,70000,Partial High School,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 44",Components,France,888.4021,Europe
SO70018,22594,Gabriella,James,F,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United Kingdom,618.48,Europe
SO72872,19305,Gabriella,Young,F,10000,High School,Manual,308.2179,564.99,"Mountain-500 Silver, 42",Bikes,United Kingdom,256.7721,Europe
SO47188,19253,Gabrielle,Ross,F,20000,Bachelors,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 48",Components,United Kingdom,394.7883,Europe
SO50887,16596,Gabrielle,Carter,F,70000,Partial High School,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO55857,29432,Gabrielle,Roberts,F,40000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,United Kingdom,459.6992,Europe
SO64618,16596,Gabrielle,Carter,F,70000,Partial High School,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO68749,19253,Gabrielle,Ross,F,20000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 44",Bikes,United Kingdom,245.4103,Europe
SO52771,22642,Garrett,Rivera,M,20000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United Kingdom,407.4102,Europe
